task_id,source_system,department,asset_id,asset_type,corridor_id,section_id,start_km,end_km,defect_type,defect_severity,safety_criticality,failure_probability,asset_importance,operational_impact,detection_date,due_date,overdue_days,estimated_duration_minutes,minimum_block_minutes,disconnection_type,required_team,required_personnel,required_equipment,preferred_start_time,preferred_end_time,dependency_task_ids,compatible_task_ids,weather_sensitive,status,priority_score,priority_level,synthetic_data,priority_breakdown,priority_explanation
TASK-0116,SMMS,Signal & Telecommunication,ASSET-SEC-02-0116,Point Machine,COR-01,SEC-02,35.75,36.21,Point machine response delay,2,2,0.451,5,2,2026-07-22,2026-08-20,8,90,120,Track Possession,SNT-Team-02,2,Track Circuit Meter|Signal Tester,14:00:00,17:00:00,,TASK-0060,False,Pending,46.95,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 11.73, ""failure_probability"": 7.22, ""defect_severity"": 3.5, ""operational_impact"": 3.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0116 received a priority score of 47.0/100 (Medium) because it is 8 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0117,TDMS,Traction Distribution,ASSET-SEC-09-0117,Feeder,COR-03,SEC-09,47.75,48.31,OHE alignment deviation,1,1,0.325,4,3,2026-07-30,2026-09-24,0,120,165,Power,TRD-Team-02,4,Insulation Tester|OHE Inspection Vehicle,22:00:00,23:59:00,,,False,Pending,25.6,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 2.4, ""failure_probability"": 5.2, ""defect_severity"": 0.0, ""operational_impact"": 6.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0117 received a priority score of 25.6/100 (Low) because its combined risk and urgency factors require planned attention.
TASK-0118,TMS,Engineering,ASSET-SEC-12-0118,Rail,COR-04,SEC-12,44.4,44.69,Rail surface defect,5,4,0.78,1,4,2026-06-04,2026-07-03,56,60,75,Track Possession,ENG-Team-01,6,Rail Grinder|Ultrasonic Rail Tester,22:00:00,23:59:00,,,False,Pending,73.98,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 12.48, ""defect_severity"": 14.0, ""operational_impact"": 9.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0118 received a priority score of 74.0/100 (High) because it has high safety criticality, it is 56 days overdue, the defect severity is very high, its estimated failure probability is 78%, and it can materially affect railway operations."
TASK-0119,SMMS,Signal & Telecommunication,ASSET-SEC-13-0119,Track Circuit,COR-05,SEC-13,1.33,2.94,Track circuit instability,5,4,0.864,3,3,2026-07-21,2026-08-07,21,60,75,Signalling,SNT-Team-03,3,Track Circuit Meter,10:30:00,13:30:00,,,False,Pending,75.52,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 15.2, ""failure_probability"": 13.82, ""defect_severity"": 14.0, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0119 received a priority score of 75.5/100 (High) because it has high safety criticality, it is 21 days overdue, the defect severity is very high, and its estimated failure probability is 86%."
TASK-0120,TDMS,Traction Distribution,ASSET-SEC-07-0120,Insulator,COR-03,SEC-07,10.84,11.17,Feeder voltage anomaly,4,5,0.78,4,2,2026-07-14,2026-08-27,1,120,150,Power,TRD-Team-02,4,Insulation Tester|Contact Wire Gauge,01:00:00,05:00:00,,TASK-0040|TASK-0071,False,Pending,73.85,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 9.87, ""failure_probability"": 12.48, ""defect_severity"": 10.5, ""operational_impact"": 3.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0120 received a priority score of 73.8/100 (High) because it is safety-critical, it is 1 days overdue, the defect severity is high, its estimated failure probability is 78%, and it can potentially be bundled with 2 cross-department tasks."
TASK-0121,TMS,Engineering,ASSET-SEC-15-0121,Rail,COR-05,SEC-15,48.41,49.77,Rail surface defect,5,4,0.817,5,2,2026-07-05,2026-08-12,16,120,135,Track Possession,ENG-Team-02,10,Tamping Machine|Rail Grinder,10:30:00,13:30:00,,TASK-0011|TASK-0017,False,Pending,78.44,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 13.87, ""failure_probability"": 13.07, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0121 received a priority score of 78.4/100 (High) because it has high safety criticality, it is 16 days overdue, the defect severity is very high, its estimated failure probability is 82%, and it can potentially be bundled with 2 cross-department tasks."
TASK-0122,SMMS,Signal & Telecommunication,ASSET-SEC-10-0122,Track Circuit,COR-04,SEC-10,0.55,0.95,Track circuit instability,5,4,0.84,4,2,2026-06-13,2026-08-01,27,60,90,Track Possession,SNT-Team-03,3,Signal Tester,00:00:00,04:00:00,,TASK-0166,False,Pending,76.94,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 13.44, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0122 received a priority score of 76.9/100 (High) because it has high safety criticality, it is 27 days overdue, the defect severity is very high, its estimated failure probability is 84%, and it can potentially be bundled with 1 cross-department task."
TASK-0123,TDMS,Traction Distribution,ASSET-SEC-04-0123,Feeder,COR-02,SEC-04,8.56,10.93,OHE alignment deviation,5,4,0.797,3,2,2026-07-10,2026-08-11,17,90,135,Power,TRD-Team-02,8,Tower Wagon,14:00:00,17:00:00,,TASK-0016|TASK-0058|TASK-0100,True,Pending,76.38,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 14.13, ""failure_probability"": 12.75, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0123 received a priority score of 76.4/100 (High) because it has high safety criticality, it is 17 days overdue, the defect severity is very high, its estimated failure probability is 80%, and it can potentially be bundled with 3 cross-department tasks."
TASK-0124,TMS,Engineering,ASSET-SEC-14-0124,Sleepers,COR-05,SEC-14,28.98,29.59,Worn crossing,5,5,0.98,5,2,2026-07-25,2026-09-01,0,120,135,Track Possession,ENG-Team-03,8,Ultrasonic Rail Tester,01:00:00,05:00:00,,TASK-0081|TASK-0093,True,Pending,75.08,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 2.4, ""failure_probability"": 15.68, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0124 received a priority score of 75.1/100 (High) because it is safety-critical, the defect severity is very high, its estimated failure probability is 98%, and it can potentially be bundled with 2 cross-department tasks."
TASK-0125,SMMS,Signal & Telecommunication,ASSET-SEC-14-0125,Communication Cable,COR-05,SEC-14,34.99,37.22,Communication link degradation,2,3,0.382,1,1,2026-06-26,2026-07-28,31,120,150,Signalling,SNT-Team-02,3,Signal Tester,01:00:00,05:00:00,,,False,Pending,42.61,Low,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 6.11, ""defect_severity"": 3.5, ""operational_impact"": 0.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0125 received a priority score of 42.6/100 (Low) because it is 31 days overdue.
TASK-0126,TDMS,Traction Distribution,ASSET-SEC-04-0126,Overhead Equipment,COR-02,SEC-04,1.05,1.67,Contact wire wear,4,3,0.555,1,1,2026-07-31,2026-09-04,0,150,180,Power and Track,TRD-Team-03,6,Tower Wagon,14:00:00,17:00:00,TASK-0123,,False,Pending,38.78,Low,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 8.88, ""defect_severity"": 10.5, ""operational_impact"": 0.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0126 received a priority score of 38.8/100 (Low) because the defect severity is high.
TASK-0127,TMS,Engineering,ASSET-SEC-05-0127,Points and Crossings,COR-02,SEC-05,16.3,18.78,Track geometry deviation,2,1,0.41,4,1,2026-06-02,2026-07-02,57,180,195,Track Possession,ENG-Team-02,10,Tamping Machine|Inspection Trolley,01:00:00,05:00:00,,TASK-0101,False,Pending,40.06,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 6.56, ""defect_severity"": 3.5, ""operational_impact"": 0.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0127 received a priority score of 40.1/100 (Low) because it is 57 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0128,SMMS,Signal & Telecommunication,ASSET-SEC-12-0128,Signal,COR-04,SEC-12,34.95,37.07,Intermittent signal failure,1,1,0.181,1,4,2026-08-17,2026-09-30,0,90,135,Signalling,SNT-Team-03,4,Cable Fault Locator,14:00:00,17:00:00,,TASK-0037|TASK-0141|TASK-0150,False,Pending,26.3,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 2.4, ""failure_probability"": 2.9, ""defect_severity"": 0.0, ""operational_impact"": 9.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0128 received a priority score of 26.3/100 (Low) because it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0129,TDMS,Traction Distribution,ASSET-SEC-14-0129,Sectioning Equipment,COR-05,SEC-14,45.91,46.91,Sectioning equipment fault,2,5,0.619,3,1,2026-08-22,2026-09-08,0,45,60,Power,TRD-Team-03,4,Insulation Tester,10:30:00,13:30:00,,,False,Pending,51.0,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 5.6, ""failure_probability"": 9.9, ""defect_severity"": 3.5, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0129 received a priority score of 51.0/100 (Medium) because it is safety-critical.
TASK-0130,TMS,Engineering,ASSET-SEC-12-0130,Sleepers,COR-04,SEC-12,45.37,48.17,Worn crossing,5,4,0.862,1,5,2026-07-20,2026-08-02,26,150,195,Power and Track,ENG-Team-02,4,Inspection Trolley|Tamping Machine,22:00:00,23:59:00,,TASK-0078|TASK-0152,True,Pending,82.29,Critical,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 13.79, ""defect_severity"": 14.0, ""operational_impact"": 12.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0130 received a priority score of 82.3/100 (Critical) because it has high safety criticality, it is 26 days overdue, the defect severity is very high, its estimated failure probability is 86%, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0131,SMMS,Signal & Telecommunication,ASSET-SEC-04-0131,Track Circuit,COR-02,SEC-04,13.0,14.15,Track circuit instability,4,3,0.547,2,5,2026-06-10,2026-07-21,38,60,90,Track Possession,SNT-Team-02,2,Track Circuit Meter|Cable Fault Locator,14:00:00,17:00:00,,TASK-0009|TASK-0174,False,Pending,70.25,High,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 8.75, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0131 received a priority score of 70.2/100 (High) because it is 38 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0132,TDMS,Traction Distribution,ASSET-SEC-05-0132,Insulator,COR-02,SEC-05,29.97,32.17,Feeder voltage anomaly,2,4,0.598,1,3,2026-08-17,2026-09-06,0,60,105,Power,TRD-Team-02,6,OHE Inspection Vehicle|Tower Wagon,14:00:00,17:00:00,,TASK-0191,True,Pending,49.17,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 5.6, ""failure_probability"": 9.57, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0132 received a priority score of 49.2/100 (Medium) because it has high safety criticality, and it can potentially be bundled with 1 cross-department task."
TASK-0133,TMS,Engineering,ASSET-SEC-02-0133,Bridge Component,COR-01,SEC-02,21.37,22.83,Insufficient ballast,4,1,0.387,3,4,2026-06-17,2026-07-22,37,120,165,Track Possession,ENG-Team-01,6,Ultrasonic Rail Tester|Rail Grinder,00:00:00,04:00:00,,,False,Pending,51.69,Medium,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 6.19, ""defect_severity"": 10.5, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0133 received a priority score of 51.7/100 (Medium) because it is 37 days overdue, the defect severity is high, and it can materially affect railway operations."
TASK-0134,SMMS,Signal & Telecommunication,ASSET-SEC-03-0134,Point Machine,COR-01,SEC-03,48.84,49.51,Point machine response delay,3,4,0.556,3,3,2026-07-24,2026-08-15,13,45,75,Signalling,SNT-Team-03,5,Track Circuit Meter|Signal Tester,10:30:00,13:30:00,,TASK-0102|TASK-0192,False,Pending,65.47,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 13.07, ""failure_probability"": 8.9, ""defect_severity"": 7.0, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0134 received a priority score of 65.5/100 (High) because it has high safety criticality, it is 13 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0135,TDMS,Traction Distribution,ASSET-SEC-04-0135,Feeder,COR-02,SEC-04,7.1,7.68,OHE alignment deviation,3,5,0.695,3,5,2026-08-27,2026-09-24,0,90,120,Power and Track,TRD-Team-01,8,Contact Wire Gauge,10:30:00,13:30:00,,TASK-0058,False,Pending,69.72,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 5.6, ""failure_probability"": 11.12, ""defect_severity"": 7.0, ""operational_impact"": 12.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0135 received a priority score of 69.7/100 (High) because it is safety-critical, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0136,TMS,Engineering,ASSET-SEC-07-0136,Ballast,COR-03,SEC-07,18.89,19.36,Damaged sleeper,4,5,0.895,2,5,2026-05-31,2026-07-13,46,120,150,Power and Track,ENG-Team-01,4,Rail Grinder|Tamping Machine,10:30:00,13:30:00,,,False,Pending,82.82,Critical,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 14.32, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0136 received a priority score of 82.8/100 (Critical) because it is safety-critical, it is 46 days overdue, the defect severity is high, its estimated failure probability is 90%, and it can materially affect railway operations."
TASK-0137,SMMS,Signal & Telecommunication,ASSET-SEC-08-0137,Track Circuit,COR-03,SEC-08,37.92,38.41,Track circuit instability,1,4,0.488,4,4,2026-07-21,2026-09-15,0,45,90,Signalling,SNT-Team-02,5,Cable Fault Locator|Axle Counter Tester,10:30:00,13:30:00,,TASK-0057,False,Pending,49.71,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 7.81, ""defect_severity"": 0.0, ""operational_impact"": 9.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0137 received a priority score of 49.7/100 (Medium) because it has high safety criticality, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0138,TDMS,Traction Distribution,ASSET-SEC-09-0138,Sectioning Equipment,COR-03,SEC-09,50.14,52.92,Sectioning equipment fault,5,4,0.918,2,3,2026-05-31,2026-06-29,60,90,135,Power,TRD-Team-03,3,OHE Inspection Vehicle,22:00:00,23:59:00,,TASK-0028,False,Pending,77.19,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 14.69, ""defect_severity"": 14.0, ""operational_impact"": 6.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0138 received a priority score of 77.2/100 (High) because it has high safety criticality, it is 60 days overdue, the defect severity is very high, its estimated failure probability is 92%, and it can potentially be bundled with 1 cross-department task."
TASK-0139,TMS,Engineering,ASSET-SEC-11-0139,Bridge Component,COR-04,SEC-11,25.34,26.66,Insufficient ballast,4,1,0.383,3,4,2026-07-16,2026-09-07,0,120,135,Track Possession,ENG-Team-03,6,Ultrasonic Rail Tester,22:00:00,23:59:00,,TASK-0158,False,Pending,40.03,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 2.4, ""failure_probability"": 6.13, ""defect_severity"": 10.5, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0139 received a priority score of 40.0/100 (Low) because the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0140,SMMS,Signal & Telecommunication,ASSET-SEC-01-0140,Point Machine,COR-01,SEC-01,8.45,9.48,Point machine response delay,2,3,0.418,4,4,2026-08-17,2026-08-27,1,90,105,Signalling,SNT-Team-01,4,Track Circuit Meter|Signal Tester,22:00:00,23:59:00,TASK-0062,TASK-0193,True,Pending,54.06,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 9.87, ""failure_probability"": 6.69, ""defect_severity"": 3.5, ""operational_impact"": 9.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0140 received a priority score of 54.1/100 (Medium) because it is 1 days overdue, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0141,TDMS,Traction Distribution,ASSET-SEC-12-0141,Sectioning Equipment,COR-04,SEC-12,33.01,35.59,Sectioning equipment fault,2,2,0.389,4,2,2026-06-06,2026-06-15,74,150,165,Power,TRD-Team-03,8,Tower Wagon|OHE Inspection Vehicle,10:30:00,13:30:00,,TASK-0037|TASK-0128|TASK-0160,False,Pending,52.22,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 6.22, ""defect_severity"": 3.5, ""operational_impact"": 3.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0141 received a priority score of 52.2/100 (Medium) because it is 74 days overdue, and it can potentially be bundled with 3 cross-department tasks."
TASK-0142,TMS,Engineering,ASSET-SEC-12-0142,Bridge Component,COR-04,SEC-12,41.75,42.5,Insufficient ballast,4,1,0.556,3,3,2026-06-13,2026-07-13,46,90,120,Track Possession,ENG-Team-02,4,Inspection Trolley,00:00:00,04:00:00,,TASK-0002|TASK-0092,True,Pending,55.4,Medium,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 8.9, ""defect_severity"": 10.5, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0142 received a priority score of 55.4/100 (Medium) because it is 46 days overdue, the defect severity is high, and it can potentially be bundled with 2 cross-department tasks."
TASK-0143,SMMS,Signal & Telecommunication,ASSET-SEC-14-0143,Point Machine,COR-05,SEC-14,35.01,37.91,Point machine response delay,4,5,0.798,5,5,2026-07-18,2026-08-28,0,30,60,Signalling,SNT-Team-03,3,Axle Counter Tester,10:30:00,13:30:00,,,False,Pending,73.67,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 2.4, ""failure_probability"": 12.77, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0143 received a priority score of 73.7/100 (High) because it is safety-critical, the defect severity is high, its estimated failure probability is 80%, and it can materially affect railway operations."
TASK-0144,TDMS,Traction Distribution,ASSET-SEC-04-0144,Feeder,COR-02,SEC-04,4.73,5.44,OHE alignment deviation,5,4,0.825,5,2,2026-05-31,2026-06-12,77,60,105,Power and Track,TRD-Team-01,8,Tower Wagon,14:00:00,17:00:00,,,True,Pending,76.7,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 13.2, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0144 received a priority score of 76.7/100 (High) because it has high safety criticality, it is 77 days overdue, the defect severity is very high, and its estimated failure probability is 82%."
TASK-0145,TMS,Engineering,ASSET-SEC-03-0145,Bridge Component,COR-01,SEC-03,42.16,43.62,Insufficient ballast,3,1,0.401,4,4,2026-08-21,2026-10-18,0,90,120,Power and Track,ENG-Team-02,10,Ultrasonic Rail Tester|Tamping Machine,22:00:00,23:59:00,,TASK-0039|TASK-0198,True,Pending,40.82,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 2.4, ""failure_probability"": 6.42, ""defect_severity"": 7.0, ""operational_impact"": 9.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0145 received a priority score of 40.8/100 (Low) because it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0146,SMMS,Signal & Telecommunication,ASSET-SEC-10-0146,Point Machine,COR-04,SEC-10,0.43,2.76,Point machine response delay,3,2,0.494,3,5,2026-07-21,2026-07-26,33,45,75,Signalling,SNT-Team-03,2,Signal Tester,22:00:00,23:59:00,,TASK-0166,False,Pending,60.4,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 7.9, ""defect_severity"": 7.0, ""operational_impact"": 12.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0146 received a priority score of 60.4/100 (Medium) because it is 33 days overdue, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0147,TDMS,Traction Distribution,ASSET-SEC-08-0147,Insulator,COR-03,SEC-08,30.38,33.35,Feeder voltage anomaly,2,3,0.559,1,2,2026-08-14,2026-10-03,0,45,75,Power,TRD-Team-03,6,Tower Wagon,10:30:00,13:30:00,,TASK-0049,False,Pending,36.84,Low,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 8.94, ""defect_severity"": 3.5, ""operational_impact"": 3.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}",TASK-0147 received a priority score of 36.8/100 (Low) because it can potentially be bundled with 1 cross-department task.
TASK-0148,TMS,Engineering,ASSET-SEC-10-0148,Sleepers,COR-04,SEC-10,8.86,9.52,Worn crossing,2,2,0.461,3,3,2026-08-10,2026-10-02,0,180,210,Power and Track,ENG-Team-02,4,Tamping Machine,22:00:00,23:59:00,,TASK-0161|TASK-0186,True,Pending,38.78,Low,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 2.4, ""failure_probability"": 7.38, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}",TASK-0148 received a priority score of 38.8/100 (Low) because it can potentially be bundled with 2 cross-department tasks.
TASK-0149,SMMS,Signal & Telecommunication,ASSET-SEC-13-0149,Point Machine,COR-05,SEC-13,18.46,21.23,Point machine response delay,2,2,0.322,4,4,2026-07-23,2026-09-19,0,60,75,Signalling,SNT-Team-01,2,Axle Counter Tester,14:00:00,17:00:00,,TASK-0076,False,Pending,39.55,Low,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 2.4, ""failure_probability"": 5.15, ""defect_severity"": 3.5, ""operational_impact"": 9.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0149 received a priority score of 39.5/100 (Low) because it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0150,TDMS,Traction Distribution,ASSET-SEC-12-0150,Insulator,COR-04,SEC-12,35.87,38.69,Feeder voltage anomaly,4,3,0.685,2,4,2026-07-11,2026-08-12,16,45,90,Power,TRD-Team-02,6,Tower Wagon,14:00:00,17:00:00,,TASK-0037|TASK-0128|TASK-0199,False,Pending,69.33,High,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 13.87, ""failure_probability"": 10.96, ""defect_severity"": 10.5, ""operational_impact"": 9.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0150 received a priority score of 69.3/100 (High) because it is 16 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0151,TMS,Engineering,ASSET-SEC-05-0151,Ballast,COR-02,SEC-05,21.91,23.73,Damaged sleeper,4,3,0.764,2,4,2026-06-16,2026-08-12,16,60,75,Track Possession,ENG-Team-01,10,Rail Grinder,00:00:00,04:00:00,TASK-0043,TASK-0030|TASK-0188,True,Pending,68.59,High,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 13.87, ""failure_probability"": 12.22, ""defect_severity"": 10.5, ""operational_impact"": 9.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0151 received a priority score of 68.6/100 (High) because it is 16 days overdue, the defect severity is high, its estimated failure probability is 76%, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0152,SMMS,Signal & Telecommunication,ASSET-SEC-12-0152,Track Circuit,COR-04,SEC-12,46.91,48.78,Track circuit instability,3,1,0.444,3,2,2026-07-20,2026-08-02,26,60,75,Signalling,SNT-Team-03,2,Track Circuit Meter,10:30:00,13:30:00,,TASK-0078|TASK-0130,False,Pending,47.1,Medium,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 7.1, ""defect_severity"": 7.0, ""operational_impact"": 3.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0152 received a priority score of 47.1/100 (Medium) because it is 26 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0153,TDMS,Traction Distribution,ASSET-SEC-01-0153,Contact Wire,COR-01,SEC-01,3.73,4.15,Insulator degradation,5,4,0.722,4,1,2026-06-13,2026-06-30,59,90,105,Power and Track,TRD-Team-01,3,OHE Inspection Vehicle|Tower Wagon,14:00:00,17:00:00,,TASK-0044,False,Pending,72.05,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 11.55, ""defect_severity"": 14.0, ""operational_impact"": 0.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0153 received a priority score of 72.0/100 (High) because it has high safety criticality, it is 59 days overdue, the defect severity is very high, its estimated failure probability is 72%, and it can potentially be bundled with 1 cross-department task."
TASK-0154,TMS,Engineering,ASSET-SEC-15-0154,Ballast,COR-05,SEC-15,54.33,55.6,Damaged sleeper,2,1,0.313,2,4,2026-08-10,2026-09-23,0,60,105,Power and Track,ENG-Team-03,10,Inspection Trolley|Tamping Machine,01:00:00,05:00:00,,,False,Pending,27.91,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 2.4, ""failure_probability"": 5.01, ""defect_severity"": 3.5, ""operational_impact"": 9.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0154 received a priority score of 27.9/100 (Low) because it can materially affect railway operations.
